CustomerKey;Nome;Sobrenome;Nome Completo;Genero;DatPrimeiraCompra;Cidade do Cliente
22601;Aimee;Gao;Aimee Gao;Feminino;2020-08-22;Orleans
22602;Kelli;Andersen;Kelli Andersen;Feminino;2020-12-07;Wokingham
22603;Autumn;He;Autumn He;Feminino;2020-08-27;Roubaix
22604;Wyatt;Simmons;Wyatt Simmons;Masculino;2020-12-12;Leeds
22605;Derrick;Schmidt;Derrick Schmidt;Masculino;2020-12-12;Watford
22606;Alfredo;Hernandez;Alfredo Hernandez;Masculino;2020-05-06;Mühlheim
22607;Whitney;Gonzalez;Whitney Gonzalez;Feminino;2020-06-13;Neunkirchen
22608;Arthur;Munoz;Arthur Munoz;Masculino;2020-12-17;Bracknell
22609;Clarence;Cai;Clarence Cai;Masculino;2020-06-07;Berlin
22610;Brent;Chen;Brent Chen;Masculino;2020-06-04;Berlin
22611;Chad;Deng;Chad Deng;Masculino;2020-11-24;Runcorn
22612;Franklin;Huang;Franklin Huang;Masculino;2020-08-07;Boulogne-sur-Mer
22613;Dale;Luo;Dale Luo;Masculino;2020-01-10;Oxon
22614;Tommy;Shan;Tommy Shan;Masculino;2020-01-18;London
22615;Misty;Xu;Misty Xu;Feminino;2020-06-19;Hannover
22616;Jake;Zhang;Jake Zhang;Masculino;2020-11-28;Maidenhead
22617;Andres;Nath;Andres Nath;Masculino;2020-12-16;Erlangen
22618;Rosa;Cai;Rosa Cai;Feminino;2020-12-06;London
22619;Robin;Hernandez;Robin Hernandez;Feminino;2020-12-12;Hamburg
22620;Stefanie;Suri;Stefanie Suri;Feminino;2020-02-09;Hannover
22621;Xavier;Davis;Xavier Davis;Masculino;2020-04-21;Werne
22622;Neil;Sanz;Neil Sanz;Masculino;2020-08-27;London
22623;Jamie;Suarez;Jamie Suarez;Masculino;2020-06-28;Stuttgart
22624;Sandra;Wu;Sandra Wu;Feminino;2021-01-02;Roubaix
22625;Meagan;Patel;Meagan Patel;Feminino;2020-02-25;Drancy
22626;Arturo;Anand;Arturo Anand;Masculino;2020-08-07;Saint Germain en Laye
22627;Shawna;Sharma;Shawna Sharma;Feminino;2020-06-25;Essen
22628;Marshall;Lu;Marshall Lu;Masculino;2020-06-04;Duesseldorf
22629;Matthew;Rodriguez;Matthew Rodriguez;Masculino;2020-06-06;Kirkby
22630;Roger;Wu;Roger Wu;Masculino;2020-01-19;Esher-Molesey
22631;Theodore;Serrano;Theodore Serrano;Masculino;2020-01-06;Esher-Molesey
22632;Tabitha;Perez;Tabitha Perez;Feminino;2020-08-08;Paris
22633;Claudia;Zhao;Claudia Zhao;Feminino;2020-05-08;Hof
22634;Giraldo;Sandoval;Giraldo Sandoval;Feminino;2020-12-23;Kirkby
22635;Kristi;Hernandez;Kristi Hernandez;Feminino;2020-12-10;London
22636;Stacey;Zhu;Stacey Zhu;Feminino;2020-12-23;Peterborough
22637;Ana;Alexander;Ana Alexander;Feminino;2020-12-05;Runcorn
22638;Kristi;Gutierrez;Kristi Gutierrez;Feminino;2020-06-12;Solingen
22639;Lori;Munoz;Lori Munoz;Feminino;2020-02-20;Gloucestershire
22640;Caleb;Li;Caleb Li;Masculino;2020-02-13;Newcastle upon Tyne
22641;Abigail;Diaz;Abigail Diaz;Feminino;2020-09-18;Saint-Denis
22642;Garrett;Rivera;Garrett Rivera;Masculino;2020-02-14;Stoke-on-Trent
22643;Brenda;Suri;Brenda Suri;Feminino;2020-02-22;Berkshire
22644;Marc;Ortega;Marc Ortega;Masculino;2020-06-23;Hamburg
22645;Isabella;Murphy;Isabella Murphy;Feminino;2020-09-15;Metz
22646;Cara;She;Cara She;Feminino;2020-02-16;London
22647;Taylor;Martinez;Taylor Martinez;Feminino;2020-08-29;Chatou
22648;Kaitlin;Srini;Kaitlin Srini;Feminino;2020-09-06;Pantin
22649;Corey;Tang;Corey Tang;Masculino;2020-09-20;Metz
22650;Kristina;Suri;Kristina Suri;Feminino;2020-06-07;Eilenburg
22651;Frederick;Sara;Frederick Sara;Masculino;2020-09-22;Les Ulis
22652;Gilbert;Shan;Gilbert Shan;Masculino;2020-06-18;Kiel
22653;Carolyn;Dominguez;Carolyn Dominguez;Feminino;2020-02-11;London
22654;Orlando;Romero;Orlando Romero;Masculino;2020-09-16;Colombes
22655;Lucas;Young;Lucas Young;Masculino;2020-07-16;Hof
22656;Willie;Goel;Willie Goel;Masculino;2020-03-22;Leeds
22657;Clinton;Suarez;Clinton Suarez;Masculino;2020-09-08;Watford
22658;Devin;Rodriguez;Devin Rodriguez;Masculino;2020-11-06;Bobigny
22659;Shawna;Luo;Shawna Luo;Feminino;2020-11-09;Hof
22660;Monica;Lopez;Monica Lopez;Feminino;2021-01-13;Bottrop
22661;Tracy;Shan;Tracy Shan;Feminino;2020-10-31;Colombes
22662;Tyrone;Carlson;Tyrone Carlson;Masculino;2020-11-20;Kirkby
22663;Terrence;Deng;Terrence Deng;Masculino;2020-09-24;Boulogne-sur-Mer
22664;Dawn;Yang;Dawn Yang;Feminino;2020-10-08;Lille
22665;Orlando;Diaz;Orlando Diaz;Masculino;2020-05-16;Hof
22666;Mayra;Srini;Mayra Srini;Feminino;2020-06-16;München
22667;Roy;Rana;Roy Rana;Masculino;2020-01-03;Gloucestershire
22668;Adrienne;Hernandez;Adrienne Hernandez;Feminino;2020-01-16;London
22669;Lindsay;Raji;Lindsay Raji;Feminino;2020-01-19;London
22670;Erika;Sanz;Erika Sanz;Feminino;2020-03-14;York
22671;Wyatt;King;Wyatt King;Masculino;2020-03-05;Leeds
22672;Crystal;Wu;Crystal Wu;Feminino;2020-07-01;Kirkby
22673;Andy;Gill;Andy Gill;Masculino;2020-09-14;Pantin
22674;Troy;Prasad;Troy Prasad;Masculino;2020-07-02;Hof
22675;Alexandra;Winston;Alexandra Winston;Feminino;2020-09-15;Paris
22676;Stefanie;Jordan;Stefanie Jordan;Feminino;2020-02-23;Paris
22677;Reginald;Carlson;Reginald Carlson;Masculino;2020-11-12;Hamburg
22678;Sydney;Lee;Sydney Lee;Feminino;2020-07-16;Hof
22679;Derrick;Dominguez;Derrick Dominguez;Masculino;2020-08-31;München
22680;Lee;Suarez;Lee Suarez;Masculino;2020-11-18;Paderborn
22681;Tristan;Barnes;Tristan Barnes;Masculino;2020-06-10;Bobigny
22682;Willie;Luo;Willie Luo;Masculino;2021-01-17;Cergy
22683;David;Garcia;David Garcia;Masculino;2020-05-18;Villeneuve-d'Ascq
22684;Lauren;Cooper;Lauren Cooper;Feminino;2020-11-27;Hamburg
22685;Barbara;Ma;Barbara Ma;Feminino;2020-07-25;Hamburg
22686;Wayne;Anand;Wayne Anand;Masculino;2020-03-11;London
22687;Javier;Jiménez;Javier Jiménez;Masculino;2019-12-29;London
22688;Seth;Perez;Seth Perez;Masculino;2020-07-25;Ingolstadt
22689;Gilbert;Zheng;Gilbert Zheng;Masculino;2020-10-15;Les Ulis
22690;Kurt;Luo;Kurt Luo;Masculino;2020-10-25;Les Ulis
22691;Gerald;Raman;Gerald Raman;Masculino;2020-10-17;Suresnes
22692;Paula;Alonso;Paula Alonso;Feminino;2020-11-15;Croix
22693;Darryl;Gao;Darryl Gao;Masculino;2020-02-02;Cergy
22694;Molly;Kapoor;Molly Kapoor;Feminino;2020-07-07;Duesseldorf
22695;Darren;Martin;Darren Martin;Masculino;2020-03-10;London
22696;Kari;Vazquez;Kari Vazquez;Feminino;2020-11-15;Boulogne-sur-Mer
22697;Harold;Sara;Harold Sara;Masculino;2020-03-06;Drancy
22698;Bradley;Andersen;Bradley Andersen;Masculino;2020-04-13;Les Ulis
22699;Clarence;Chande;Clarence Chande;Masculino;2020-11-23;Paderborn
22700;Gina;Serrano;Gina Serrano;Feminino;2020-07-18;Berlin
22701;Anne;Navarro;Anne Navarro;Feminino;2020-07-04;Kiel
22702;Patricia;Gonzalez;Patricia Gonzalez;Feminino;2020-11-13;Colombes
22703;Melvin;Raji;Melvin Raji;Masculino;2021-01-07;Les Ulis
22704;Bethany;Raje;Bethany Raje;Feminino;2020-06-15;Paris
22705;Adriana;Kapoor;Adriana Kapoor;Feminino;2020-02-11;Berlin
22706;Andy;Ruth;Andy Ruth;Feminino;2021-01-16;Hamburg
22707;Haley;Russell;Haley Russell;Feminino;2020-08-11;Neunkirchen
22708;Anne;Ruiz;Anne Ruiz;Feminino;2020-09-10;Suresnes
22709;Tamara;Gao;Tamara Gao;Feminino;2020-09-13;Dunkerque
22710;Trisha;Zhao;Trisha Zhao;Feminino;2020-04-18;Frankfurt am Main
22711;Isaiah;Hernandez;Isaiah Hernandez;Masculino;2020-07-17;Frankfurt
22712;Monique;Romero;Monique Romero;Feminino;2020-10-20;Metz
22713;Joseph;Miller;Joseph Miller;Masculino;2018-06-21;Cliffside
22714;Angelica;Alexander;Angelica Alexander;Feminino;2020-06-25;Shawnee
22715;Marcus;Watson;Marcus Watson;Masculino;2020-05-16;Sooke
22716;Caleb;Nelson;Caleb Nelson;Masculino;2020-07-17;Edmonds
22717;Nicole;Watson;Nicole Watson;Feminino;2020-07-09;Walla Walla
22718;Zachary;Simmons;Zachary Simmons;Masculino;2020-07-28;Berkeley
22719;Jesse;Brooks;Jesse Brooks;Masculino;2020-07-18;Concord
22720;Jonathan;Alexander;Jonathan Alexander;Masculino;2020-12-26;Long Beach
22721;Colleen;Lin;Colleen Lin;Feminino;2020-08-07;Ballard
22722;Tina;Fernandez;Tina Fernandez;Feminino;2020-07-20;Burlingame
22723;Alexander;Anderson;Alexander Anderson;Masculino;2020-09-29;West Covina
22724;Noah;Evans;Noah Evans;Masculino;2020-07-28;Downey
22725;Richard;Gonzales;Richard Gonzales;Masculino;2020-08-03;Puyallup
22726;Anna;Morris;Anna Morris;Feminino;2020-12-28;Kirkland
22727;Jodi;She;Jodi She;Feminino;2020-04-06;Bremerton
22728;Arianna;Russell;Arianna Russell;Feminino;2020-02-24;Cliffside
22729;Seth;Nelson;Seth Nelson;Masculino;2020-04-06;Grossmont
22730;Timothy;Perez;Timothy Perez;Masculino;2020-09-02;Royal Oak
22731;Brandon;Henderson;Brandon Henderson;Masculino;2020-07-09;La Jolla
22732;Sean;Turner;Sean Turner;Masculino;2018-06-01;Sooke
22733;Alexandria;Powell;Alexandria Powell;Feminino;2020-07-04;Bremerton
22734;Maria;Adams;Maria Adams;Feminino;2020-02-24;San Francisco
22735;Katherine;Jones;Katherine Jones;Feminino;2020-05-02;Corvallis
22736;Katherine;Morgan;Katherine Morgan;Feminino;2020-03-12;Tacoma
22737;Heidi;Sai;Heidi Sai;Feminino;2020-06-13;Berkeley
22738;Haley;Diaz;Haley Diaz;Feminino;2020-10-16;Novato
22739;Destiny;Rodriguez;Destiny Rodriguez;Feminino;2020-02-13;Langley
22740;Kimberly;Rogers;Kimberly Rogers;Feminino;2020-11-07;Berkeley
22741;Darryl;He;Darryl He;Masculino;2020-03-24;Ballard
22742;Nathan;Nelson;Nathan Nelson;Masculino;2020-03-04;Beaverton
22743;Kaylee;Murphy;Kaylee Murphy;Feminino;2020-03-01;Kirkland
22744;Edward;Wright;Edward Wright;Masculino;2020-09-30;Concord
22745;Alexandria;Patterson;Alexandria Patterson;Feminino;2020-03-09;Woodland Hills
22746;Erica;Zhang;Erica Zhang;Feminino;2020-07-17;Concord
22747;Brianna;Martinez;Brianna Martinez;Feminino;2020-04-15;Glendale
22748;Adam;Phillips;Adam Phillips;Masculino;2018-07-05;Royal Oak
22749;Miranda;Patterson;Miranda Patterson;Feminino;2020-07-11;Port Orchard
22750;Jesse;Gonzalez;Jesse Gonzalez;Masculino;2020-10-18;Downey
22751;Samuel;Rodriguez;Samuel Rodriguez;Masculino;2020-06-13;El Cajon
22752;Daniel;Brown;Daniel Brown;Masculino;2020-05-18;Lebanon
22753;Hailey;Morgan;Hailey Morgan;Feminino;2020-07-29;Portland
22754;Robert;Foster;Robert Foster;Masculino;2020-09-12;Marysville
22755;Christian;Brown;Christian Brown;Masculino;2020-12-12;Cliffside
22756;Jon;Nath;Jon Nath;Masculino;2020-05-01;Berkeley
22757;Savannah;Peterson;Savannah Peterson;Feminino;2021-01-16;Mill Valley
22758;Katherine;Jackson;Katherine Jackson;Feminino;2020-04-04;Corvallis
22759;Julia;Ramirez;Julia Ramirez;Feminino;2020-06-18;Olympia
22760;Hunter;Chen;Hunter Chen;Masculino;2020-04-20;Olympia
22761;Eduardo;Price;Eduardo Price;Masculino;2020-09-18;Renton
22762;Melissa;Diaz;Melissa Diaz;Feminino;2020-09-28;Renton
22763;Rebecca;Gonzalez;Rebecca Gonzalez;Feminino;2020-10-09;Seattle
22764;Chase;Brooks;Chase Brooks;Masculino;2020-09-03;Yakima
22765;Luis;Collins;Luis Collins;Masculino;2018-07-06;Westminster
22766;Cassidy;Hayes;Cassidy Hayes;Feminino;2020-05-20;Port Orchard
22767;Luis;Hernandez;Luis Hernandez;Masculino;2020-03-25;Woodburn
22768;Aaron;Zhang;Aaron Zhang;Masculino;2020-04-19;Burbank
22769;Benjamin;Martin;Benjamin Martin;Masculino;2020-06-08;Long Beach
22770;Chloe;Morgan;Chloe Morgan;Feminino;2020-07-20;Oakland
22771;Mason;King;Mason King;Masculino;2021-01-08;Victoria
22772;Erin;Watson;Erin Watson;Feminino;2020-03-23;Victoria
22773;Autumn;Zhang;Autumn Zhang;Feminino;2020-10-29;Bellingham
22774;Caleb;Alexander;Caleb Alexander;Masculino;2020-12-25;Everett
22775;Madison;Martinez;Madison Martinez;Feminino;2020-07-03;Concord
22776;Julia;Perry;Julia Perry;Feminino;2020-05-30;La Jolla
22777;Tyler;Garcia;Tyler Garcia;Masculino;2020-06-05;Edmonds
22778;Monique;Dominguez;Monique Dominguez;Feminino;2020-04-24;Bellflower
22779;Lance;Ruiz;Lance Ruiz;Masculino;2021-01-14;Berkeley
22780;Jennifer;Rogers;Jennifer Rogers;Feminino;2020-04-21;Long Beach
22781;Hunter;Powell;Hunter Powell;Masculino;2021-01-07;Palo Alto
22782;Dakota;Wood;Dakota Wood;Masculino;2020-07-22;San Gabriel
22783;Isaac;Green;Isaac Green;Masculino;2020-09-09;Lynnwood
22784;Nicholas;Jackson;Nicholas Jackson;Masculino;2020-07-08;Los Angeles
22785;Oscar;Perry;Oscar Perry;Masculino;2018-07-03;N. Vancouver
22786;Wyatt;Goldstein;Wyatt Goldstein;Masculino;2020-11-02;Burien
22787;Andrea;Sanchez;Andrea Sanchez;Feminino;2020-07-05;Woodland Hills
22788;Jordan;Jenkins;Jordan Jenkins;Masculino;2020-07-13;Torrance
22789;Richard;Taylor;Richard Taylor;Masculino;2020-07-17;San Diego
22790;Luke;Phillips;Luke Phillips;Masculino;2020-07-25;Santa Cruz
22791;Taylor;Jenkins;Taylor Jenkins;Feminino;2020-04-23;Chula Vista
22792;Thomas;Carter;Thomas Carter;Masculino;2020-08-09;Portland
22793;Antonio;Jenkins;Antonio Jenkins;Masculino;2020-09-24;Yakima
22794;Kelli;Deng;Kelli Deng;Feminino;2020-03-04;Gloucestershire
22795;Tara;Yuan;Tara Yuan;Feminino;2020-02-21;Paris
22796;Brad;Nath;Brad Nath;Masculino;2020-05-16;Saint Ouen
22797;Leonard;She;Leonard She;Masculino;2020-12-20;Grevenbroich
22798;Heidi;Fernandez;Heidi Fernandez;Feminino;2020-05-07;Gateshead
22799;Riley;Alexander;Riley Alexander;Feminino;2020-11-23;Billericay
22800;Dwayne;Alvarez;Dwayne Alvarez;Masculino;2020-12-08;Colombes
22801;Alicia;Raje;Alicia Raje;Feminino;2020-09-13;Bonn
22802;Ann;Van;Ann Van;Feminino;2021-01-21;Frankfurt
22803;Marshall;Shan;Marshall Shan;Masculino;2020-12-20;Werne
22804;Kelly;Butler;Kelly Butler;Feminino;2020-04-06;Hamburg
22805;Cristina;Goel;Cristina Goel;Feminino;2020-12-06;Bonn
22806;Crystal;Sun;Crystal Sun;Feminino;2020-10-15;Eilenburg
22807;Cindy;Garcia;Cindy Garcia;Feminino;2021-01-12;London
22808;Ebony;Suri;Ebony Suri;Feminino;2020-01-19;West Sussex
22809;Martin;Sara;Martin Sara;Masculino;2020-12-30;Frankfurt am Main
22810;Nathaniel;Sanchez;Nathaniel Sanchez;Masculino;2020-12-22;Paderborn
22811;Brent;Stone;Brent Stone;Masculino;2020-11-17;Gloucestershire
22812;Destiny;Washington;Destiny Washington;Feminino;2020-08-14;Leeds
22813;Jerry;Deng;Jerry Deng;Masculino;2020-10-27;London
22814;Edwin;Kumar;Edwin Kumar;Masculino;2020-03-24;Suresnes
22815;Margaret;Wang;Margaret Wang;Feminino;2020-08-28;Hamburg
22816;Erica;Cai;Erica Cai;Feminino;2020-12-13;Offenbach
22817;Calvin;Nath;Calvin Nath;Masculino;2020-12-13;Salzgitter
22818;Janet;Ruiz;Janet Ruiz;Feminino;2020-01-29;Oxon
22819;Daisy;Alvarez;Daisy Alvarez;Feminino;2020-08-16;London
22820;Alex;Nelson;Alex Nelson;Masculino;2021-01-25;Villeneuve-d'Ascq
22821;Wendy;Munoz;Wendy Munoz;Feminino;2020-06-07;Kassel
22822;Devin;Anderson;Devin Anderson;Masculino;2019-12-31;Warrington
22823;Isabel;Alexander;Isabel Alexander;Feminino;2020-09-10;Runcorn
22824;April;Nath;April Nath;Feminino;2020-12-14;Roncq
22825;Kelli;Zeng;Kelli Zeng;Feminino;2020-09-06;Billericay
22826;Christian;Russell;Christian Russell;Masculino;2020-03-15;Gateshead
22827;Clayton;Gao;Clayton Gao;Masculino;2020-06-07;Versailles
22828;Francisco;Suri;Francisco Suri;Masculino;2020-01-14;Oxon
22829;Chelsea;Chandra;Chelsea Chandra;Feminino;2020-12-05;Cergy
22830;Lee;Travers;Lee Travers;Masculino;2020-12-27;Hamburg
22831;Victor;Ruiz;Victor Ruiz;Masculino;2020-05-01;Boulogne-Billancourt
22832;Martin;Gonzalez;Martin Gonzalez;Masculino;2020-03-13;Boulogne-Billancourt
22833;Bruce;Prasad;Bruce Prasad;Masculino;2020-10-23;Croix
22834;Darryl;Zhou;Darryl Zhou;Masculino;2020-09-06;Berlin
22835;Alan;Zhang;Alan Zhang;Masculino;2020-03-14;Essen
22836;Michele;Sai;Michele Sai;Feminino;2020-12-08;Kiel
22837;Sergio;Chandra;Sergio Chandra;Masculino;2020-09-12;London
22838;Cedric;Rai;Cedric Rai;Masculino;2020-07-18;Newcastle upon Tyne
22839;Brandy;Mehta;Brandy Mehta;Feminino;2020-02-05;Gold Coast
22840;Dominic;Sullivan;Dominic Sullivan;Masculino;2020-10-21;Coffs Harbour
22841;Douglas;Martinez;Douglas Martinez;Masculino;2020-03-05;Findon
22842;Michele;Nara;Michele Nara;Feminino;2020-06-17;Brisbane
22843;Tiffany;Lu;Tiffany Lu;Feminino;2020-04-12;Darlinghurst
22844;Marie;Arun;Marie Arun;Feminino;2020-03-31;Springwood
22845;Jake;Chen;Jake Chen;Masculino;2019-05-09;Sydney
22846;Frank;Gutierrez;Frank Gutierrez;Masculino;2020-01-30;Melbourne
22847;Jaclyn;Chen;Jaclyn Chen;Feminino;2020-05-11;Goulburn
22848;Peter;Pal;Peter Pal;Masculino;2020-02-05;Malabar
22849;Kristopher;Suri;Kristopher Suri;Masculino;2020-12-09;South Melbourne
22850;Devon;Luo;Devon Luo;Masculino;2019-05-23;Rhodes
22851;Kaylee;Edwards;Kaylee Edwards;Feminino;2019-05-10;Caloundra
22852;Billy;Alonso;Billy Alonso;Masculino;2020-11-20;Cranbourne
22853;Tasha;Pal;Tasha Pal;Feminino;2020-05-27;Newcastle
22854;Ebony;Mehta;Ebony Mehta;Feminino;2019-05-11;Townsville
22855;Summer;Sai;Summer Sai;Feminino;2020-11-28;Cloverdale
22856;Lance;Carlson;Lance Carlson;Masculino;2020-07-25;Caloundra
22857;Julio;Romero;Julio Romero;Masculino;2019-05-08;Warrnambool
22858;Deborah;Tang;Deborah Tang;Feminino;2021-01-16;Matraville
22859;Arianna;Sanders;Arianna Sanders;Feminino;2020-07-15;Geelong
22860;Cedric;Kumar;Cedric Kumar;Masculino;2019-05-24;Hawthorne
22861;Devin;Hughes;Devin Hughes;Masculino;2020-07-24;Lake Oswego
22862;Derrick;Navarro;Derrick Navarro;Masculino;2020-07-28;Berkeley
22863;Hunter;Thomas;Hunter Thomas;Masculino;2020-04-19;Lake Oswego
22864;Mason;Hall;Mason Hall;Masculino;2020-07-23;Issaquah
22865;Stephanie;Hall;Stephanie Hall;Feminino;2020-10-02;Concord
22866;William;Thompson;William Thompson;Masculino;2020-03-25;Paderborn
22867;Max;Ruiz;Max Ruiz;Masculino;2020-07-31;Saarlouis
22868;Ernest;Sun;Ernest Sun;Masculino;2020-12-13;Saint Germain en Laye
22869;Rafael;Lu;Rafael Lu;Masculino;2020-09-19;London
22870;Barbara;Chen;Barbara Chen;Feminino;2020-04-24;Cergy
22871;David;Coleman;David Coleman;Masculino;2020-07-24;Walla Walla
22872;Sara;Bailey;Sara Bailey;Feminino;2020-07-18;Burien
22873;Robert;Williams;Robert Williams;Masculino;2020-07-21;Bellflower
22874;Drew;Anand;Drew Anand;Masculino;2020-04-21;Burien
22875;Robert;Russell;Robert Russell;Masculino;2020-04-13;Glendale
22876;Jenna;Campbell;Jenna Campbell;Feminino;2020-04-18;Newport Beach
22877;Xavier;Griffin;Xavier Griffin;Masculino;2018-07-30;Cliffside
22878;Angelica;Ross;Angelica Ross;Feminino;2020-04-09;W. Linn
22879;Jocelyn;Russell;Jocelyn Russell;Feminino;2020-04-14;Downey
22880;Ashley;Harris;Ashley Harris;Feminino;2020-04-27;Corvallis
22881;Wyatt;Martinez;Wyatt Martinez;Masculino;2018-07-16;Newton
22882;Charles;Jones;Charles Jones;Masculino;2020-08-26;Port Hammond
22883;Xavier;Morgan;Xavier Morgan;Masculino;2020-03-21;Milwaukie
22884;Danielle;Richardson;Danielle Richardson;Feminino;2020-12-26;Salem
22885;Caleb;Henderson;Caleb Henderson;Masculino;2020-03-30;Yakima
22886;Andrea;King;Andrea King;Feminino;2020-04-16;Grossmont
22887;Mason;Richardson;Mason Richardson;Masculino;2020-04-27;Novato
22888;Abigail;Long;Abigail Long;Feminino;2020-04-26;Olympia
22889;Julia;Long;Julia Long;Feminino;2018-07-20;Newton
22890;Alexis;Hall;Alexis Hall;Feminino;2020-11-09;San Diego
22891;Andrea;Gonzalez;Andrea Gonzalez;Feminino;2020-05-12;Imperial Beach
22892;Timothy;Mitchell;Timothy Mitchell;Masculino;2020-08-25;Downey
22893;Chloe;Miller;Chloe Miller;Feminino;2018-07-24;Cliffside
22894;Danielle;Ramirez;Danielle Ramirez;Feminino;2020-03-07;Daly City
22895;Eduardo;Perez;Eduardo Perez;Masculino;2018-07-11;Shawnee
22896;Logan;Miller;Logan Miller;Masculino;2020-04-01;Everett
22897;Arianna;Ramirez;Arianna Ramirez;Feminino;2020-05-08;Port Orchard
22898;Melanie;Washington;Melanie Washington;Feminino;2020-05-02;El Cajon
22899;Charles;Carter;Charles Carter;Masculino;2020-04-30;El Cajon
22900;Hunter;Li;Hunter Li;Masculino;2020-05-16;Woodburn
22901;Katherine;Stewart;Katherine Stewart;Feminino;2018-07-12;Newton
22902;Pedro;Madan;Pedro Madan;Masculino;2020-09-21;Bellingham
22903;Hailey;Stewart;Hailey Stewart;Feminino;2018-07-24;Port Hammond
22904;Mitchell;Shen;Mitchell Shen;Masculino;2019-05-12;Hobart
22905;Joe;Schmidt;Joe Schmidt;Masculino;2019-06-11;Springwood
22906;Jessie;Moreno;Jessie Moreno;Feminino;2019-06-13;North Ryde
22907;Barry;Sai;Barry Sai;Masculino;2019-06-03;Rhodes
22908;Eddie;Ortega;Eddie Ortega;Masculino;2019-06-10;Seaford
22909;Tommy;Goel;Tommy Goel;Masculino;2019-06-05;Hervey Bay
22910;Latoya;Tang;Latoya Tang;Feminino;2019-06-28;Hervey Bay
22911;Gregory;Raje;Gregory Raje;Masculino;2020-08-26;Silverwater
22912;Mallory;Moreno;Mallory Moreno;Feminino;2019-06-01;Lane Cove
22913;Valerie;Lu;Valerie Lu;Feminino;2019-05-30;Silverwater
22914;Faith;Gray;Faith Gray;Feminino;2020-04-04;Melton
22915;Carly;Shen;Carly Shen;Feminino;2020-06-27;Perth
22916;Raquel;Romero;Raquel Romero;Feminino;2020-09-10;East Brisbane
22917;Maurice;She;Maurice She;Masculino;2020-03-03;Warrnambool
22918;Calvin;Jai;Calvin Jai;Masculino;2020-10-06;Brisbane
22919;Stanley;Rana;Stanley Rana;Masculino;2020-08-12;Lane Cove
22920;Calvin;Andersen;Calvin Andersen;Masculino;2020-11-26;Gold Coast
22921;Kelsey;Shen;Kelsey Shen;Feminino;2019-06-11;East Brisbane
22922;Heidi;Martinez;Heidi Martinez;Feminino;2020-07-27;Gold Coast
22923;Mason;Lopez;Mason Lopez;Masculino;2020-12-28;Gold Coast
22924;Marie;Sanchez;Marie Sanchez;Feminino;2020-02-11;Springwood
22925;Karla;Shen;Karla Shen;Feminino;2020-09-03;St. Leonards
22926;Keith;Yuan;Keith Yuan;Masculino;2019-06-21;Hervey Bay
22927;Jon;Guo;Jon Guo;Masculino;2019-05-30;Malabar
22928;Natalie;Nelson;Natalie Nelson;Feminino;2020-06-13;Coffs Harbour
22929;Isabella;Davis;Isabella Davis;Feminino;2019-06-06;Brisbane
22930;Brett;Raman;Brett Raman;Masculino;2019-06-28;Sunbury
22931;Logan;Johnson;Logan Johnson;Masculino;2019-06-11;Caloundra
22932;Maurice;Jai;Maurice Jai;Masculino;2019-05-31;Matraville
22933;Kelli;Chande;Kelli Chande;Feminino;2019-06-26;North Sydney
22934;Tonya;Kumar;Tonya Kumar;Feminino;2019-06-18;Rockhampton
22935;Tamara;Shen;Tamara Shen;Feminino;2019-06-15;Rhodes
22936;Jill;Diaz;Jill Diaz;Feminino;2019-06-12;Geelong
22937;Jose;Baker;Jose Baker;Masculino;2019-06-28;Rockhampton
22938;Hector;Blanco;Hector Blanco;Masculino;2019-06-22;Hawthorne
22939;Rebekah;Arthur;Rebekah Arthur;Feminino;2019-06-06;Milsons Point
22940;Briana;Ashe;Briana Ashe;Feminino;2019-05-30;Cloverdale
22941;Destiny;Bailey;Destiny Bailey;Feminino;2020-07-04;Hervey Bay
22942;Brittney;She;Brittney She;Feminino;2019-06-05;Perth
22943;Timothy;Parker;Timothy Parker;Masculino;2019-06-11;Sydney
22944;Jodi;Lal;Jodi Lal;Feminino;2020-05-07;Lavender Bay
22945;Linda;Sanz;Linda Sanz;Feminino;2020-03-20;Port Macquarie
22946;Bryant;Kapoor;Bryant Kapoor;Masculino;2019-06-17;Lavender Bay
22947;Danielle;Torres;Danielle Torres;Feminino;2020-03-03;Wollongong
22948;Lucas;Turner;Lucas Turner;Masculino;2020-05-01;Brisbane
22949;Gavin;Butler;Gavin Butler;Masculino;2020-04-18;Port Macquarie
22950;Nicole;Cox;Nicole Cox;Feminino;2019-06-23;Brisbane
22951;Chelsea;Mehta;Chelsea Mehta;Feminino;2019-06-21;Findon
22952;Luke;Baker;Luke Baker;Masculino;2020-02-23;Geelong
22953;Barbara;Liang;Barbara Liang;Feminino;2019-06-01;Hobart
22954;Justin;Thompson;Justin Thompson;Masculino;2019-06-07;Townsville
22955;Leslie;Suarez;Leslie Suarez;Feminino;2020-08-26;Milsons Point
22956;Randy;Guo;Randy Guo;Masculino;2020-10-20;Port Macquarie
22957;Nicole;Davis;Nicole Davis;Feminino;2020-08-11;Townsville
22958;Brandy;Fernandez;Brandy Fernandez;Feminino;2019-06-12;Findon
22959;Julie;Yuan;Julie Yuan;Feminino;2019-06-09;Gold Coast
22960;Douglas;Malhotra;Douglas Malhotra;Masculino;2020-09-18;Melton
22961;Nina;She;Nina She;Feminino;2019-06-05;Wollongong
